province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
New South Wales,Australia,2022-08-18,-33.8688,151.2093,POINT(151.2093 -33.8688),3372497,4646,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-18,-12.4634,130.8456,POINT(130.8456 -12.4634),94532,63,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-18,-27.4698,153.0251,POINT(153.0251 -27.4698),1588222,1825,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-18,-34.9285,138.6007,POINT(138.6007 -34.9285),744489,773,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-18,-42.8821,147.3272,POINT(147.3272 -42.8821),242568,174,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-18,-37.8136,144.9631,POINT(144.9631 -37.8136),2531624,5063,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-18,-31.9505,115.8605,POINT(115.8605 -31.9505),1113823,568,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-19,-35.4735,149.0124,POINT(149.0124 -35.4735),199919,117,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-19,-33.8688,151.2093,POINT(151.2093 -33.8688),3378587,4680,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-19,-12.4634,130.8456,POINT(130.8456 -12.4634),94730,62,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-19,-27.4698,153.0251,POINT(153.0251 -27.4698),1590875,1845,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-19,-34.9285,138.6007,POINT(138.6007 -34.9285),745386,778,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-19,-42.8821,147.3272,POINT(147.3272 -42.8821),242887,175,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-19,-37.8136,144.9631,POINT(144.9631 -37.8136),2534859,5093,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-19,-31.9505,115.8605,POINT(115.8605 -31.9505),1115426,575,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-20,-35.4735,149.0124,POINT(149.0124 -35.4735),200357,117,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-20,-33.8688,151.2093,POINT(151.2093 -33.8688),3382897,4696,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-20,-12.4634,130.8456,POINT(130.8456 -12.4634),94795,62,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-20,-27.4698,153.0251,POINT(153.0251 -27.4698),1592023,1845,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-20,-34.9285,138.6007,POINT(138.6007 -34.9285),746080,779,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-20,-42.8821,147.3272,POINT(147.3272 -42.8821),243094,175,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-20,-37.8136,144.9631,POINT(144.9631 -37.8136),2537147,5111,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-20,-31.9505,115.8605,POINT(115.8605 -31.9505),1115426,575,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-21,-35.4735,149.0124,POINT(149.0124 -35.4735),200570,117,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-21,-33.8688,151.2093,POINT(151.2093 -33.8688),3387881,4700,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-21,-12.4634,130.8456,POINT(130.8456 -12.4634),94893,62,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-21,-27.4698,153.0251,POINT(153.0251 -27.4698),1593614,1845,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-21,-34.9285,138.6007,POINT(138.6007 -34.9285),746910,777,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-21,-42.8821,147.3272,POINT(147.3272 -42.8821),243302,176,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-21,-37.8136,144.9631,POINT(144.9631 -37.8136),2539653,5117,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-21,-31.9505,115.8605,POINT(115.8605 -31.9505),1115426,575,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-22,-35.4735,149.0124,POINT(149.0124 -35.4735),200828,117,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-22,-33.8688,151.2093,POINT(151.2093 -33.8688),3393432,4731,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-22,-12.4634,130.8456,POINT(130.8456 -12.4634),95029,62,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-22,-27.4698,153.0251,POINT(153.0251 -27.4698),1590535,1871,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-22,-34.9285,138.6007,POINT(138.6007 -34.9285),747842,786,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-22,-42.8821,147.3272,POINT(147.3272 -42.8821),243625,176,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-22,-37.8136,144.9631,POINT(144.9631 -37.8136),2543202,5140,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-22,-31.9505,115.8605,POINT(115.8605 -31.9505),1119395,573,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-23,-35.4735,149.0124,POINT(149.0124 -35.4735),201089,124,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-23,-33.8688,151.2093,POINT(151.2093 -33.8688),3400100,4745,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-23,-12.4634,130.8456,POINT(130.8456 -12.4634),95156,62,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-23,-27.4698,153.0251,POINT(153.0251 -27.4698),1593156,1900,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-23,-34.9285,138.6007,POINT(138.6007 -34.9285),747842,786,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-23,-42.8821,147.3272,POINT(147.3272 -42.8821),243939,176,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-23,-37.8136,144.9631,POINT(144.9631 -37.8136),2546561,5150,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-23,-31.9505,115.8605,POINT(115.8605 -31.9505),1121070,574,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-24,-35.4735,149.0124,POINT(149.0124 -35.4735),201338,121,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-24,-33.8688,151.2093,POINT(151.2093 -33.8688),3405870,4774,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-24,-12.4634,130.8456,POINT(130.8456 -12.4634),95239,62,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-24,-27.4698,153.0251,POINT(153.0251 -27.4698),1595372,1900,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-24,-34.9285,138.6007,POINT(138.6007 -34.9285),749665,776,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-24,-42.8821,147.3272,POINT(147.3272 -42.8821),244175,177,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-24,-37.8136,144.9631,POINT(144.9631 -37.8136),2546468,5150,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-24,-31.9505,115.8605,POINT(115.8605 -31.9505),1122412,574,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-25,-35.4735,149.0124,POINT(149.0124 -35.4735),201579,121,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-25,-33.8688,151.2093,POINT(151.2093 -33.8688),3411500,4796,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-25,-12.4634,130.8456,POINT(130.8456 -12.4634),95344,68,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-25,-27.4698,153.0251,POINT(153.0251 -27.4698),1597470,1919,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-25,-34.9285,138.6007,POINT(138.6007 -34.9285),750458,774,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-25,-42.8821,147.3272,POINT(147.3272 -42.8821),244474,177,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-25,-37.8136,144.9631,POINT(144.9631 -37.8136),2552085,5214,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-25,-31.9505,115.8605,POINT(115.8605 -31.9505),1123826,578,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-26,-35.4735,149.0124,POINT(149.0124 -35.4735),201789,123,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-26,-33.8688,151.2093,POINT(151.2093 -33.8688),3416226,4816,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-26,-12.4634,130.8456,POINT(130.8456 -12.4634),95431,68,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-26,-27.4698,153.0251,POINT(153.0251 -27.4698),1599323,1937,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-26,-34.9285,138.6007,POINT(138.6007 -34.9285),751084,777,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-26,-42.8821,147.3272,POINT(147.3272 -42.8821),244682,177,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-26,-37.8136,144.9631,POINT(144.9631 -37.8136),2554435,5252,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-26,-31.9505,115.8605,POINT(115.8605 -31.9505),1124943,584,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-27,-35.4735,149.0124,POINT(149.0124 -35.4735),201956,123,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-27,-33.8688,151.2093,POINT(151.2093 -33.8688),3420381,4821,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-27,-12.4634,130.8456,POINT(130.8456 -12.4634),95483,68,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-27,-27.4698,153.0251,POINT(153.0251 -27.4698),1600452,1937,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-27,-34.9285,138.6007,POINT(138.6007 -34.9285),751530,777,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-27,-42.8821,147.3272,POINT(147.3272 -42.8821),244858,177,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-27,-37.8136,144.9631,POINT(144.9631 -37.8136),2556519,5261,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-27,-31.9505,115.8605,POINT(115.8605 -31.9505),1125989,585,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-28,-35.4735,149.0124,POINT(149.0124 -35.4735),202107,123,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-28,-33.8688,151.2093,POINT(151.2093 -33.8688),3423756,4825,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-28,-12.4634,130.8456,POINT(130.8456 -12.4634),95549,68,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-28,-27.4698,153.0251,POINT(153.0251 -27.4698),1601676,1937,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-28,-34.9285,138.6007,POINT(138.6007 -34.9285),752136,778,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-28,-42.8821,147.3272,POINT(147.3272 -42.8821),245031,177,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-28,-37.8136,144.9631,POINT(144.9631 -37.8136),2558654,5265,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-28,-31.9505,115.8605,POINT(115.8605 -31.9505),1126947,587,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-29,-35.4735,149.0124,POINT(149.0124 -35.4735),202308,123,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-29,-33.8688,151.2093,POINT(151.2093 -33.8688),3428015,4862,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-29,-12.4634,130.8456,POINT(130.8456 -12.4634),95656,68,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-29,-27.4698,153.0251,POINT(153.0251 -27.4698),1604082,1955,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-29,-34.9285,138.6007,POINT(138.6007 -34.9285),752904,779,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-29,-42.8821,147.3272,POINT(147.3272 -42.8821),245283,177,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-29,-37.8136,144.9631,POINT(144.9631 -37.8136),2561590,5282,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-29,-31.9505,115.8605,POINT(115.8605 -31.9505),1128199,588,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-30,-35.4735,149.0124,POINT(149.0124 -35.4735),202543,123,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-30,-33.8688,151.2093,POINT(151.2093 -33.8688),3433433,4884,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-30,-12.4634,130.8456,POINT(130.8456 -12.4634),95765,68,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-30,-27.4698,153.0251,POINT(153.0251 -27.4698),1606370,1969,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-30,-34.9285,138.6007,POINT(138.6007 -34.9285),752904,779,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-30,-42.8821,147.3272,POINT(147.3272 -42.8821),245551,180,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-30,-37.8136,144.9631,POINT(144.9631 -37.8136),2564447,5308,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-30,-31.9505,115.8605,POINT(115.8605 -31.9505),1129562,589,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-31,-35.4735,149.0124,POINT(149.0124 -35.4735),202737,124,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-31,-33.8688,151.2093,POINT(151.2093 -33.8688),3438117,4907,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-31,-12.4634,130.8456,POINT(130.8456 -12.4634),95765,68,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-31,-27.4698,153.0251,POINT(153.0251 -27.4698),1608401,1985,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-31,-34.9285,138.6007,POINT(138.6007 -34.9285),753585,782,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-31,-42.8821,147.3272,POINT(147.3272 -42.8821),245768,180,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-31,-37.8136,144.9631,POINT(144.9631 -37.8136),2566951,5325,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-31,-31.9505,115.8605,POINT(115.8605 -31.9505),1130757,590,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-09-01,-35.4735,149.0124,POINT(149.0124 -35.4735),202895,125,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-09-01,-33.8688,151.2093,POINT(151.2093 -33.8688),3442274,4928,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-09-01,-12.4634,130.8456,POINT(130.8456 -12.4634),95971,70,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-09-01,-27.4698,153.0251,POINT(153.0251 -27.4698),1610200,1986,,,,,"Queensland, Australia"
South Australia,Australia,2022-09-01,-34.9285,138.6007,POINT(138.6007 -34.9285),754249,778,,,,,"South Australia, Australia"
Tasmania,Australia,2022-09-01,-42.8821,147.3272,POINT(147.3272 -42.8821),245957,180,,,,,"Tasmania, Australia"
Victoria,Australia,2022-09-01,-37.8136,144.9631,POINT(144.9631 -37.8136),2569344,5342,,,,,"Victoria, Australia"
Western Australia,Australia,2022-09-01,-31.9505,115.8605,POINT(115.8605 -31.9505),1130757,590,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-09-02,-35.4735,149.0124,POINT(149.0124 -35.4735),202895,125,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-09-02,-33.8688,151.2093,POINT(151.2093 -33.8688),3445866,4946,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-09-02,-12.4634,130.8456,POINT(130.8456 -12.4634),95971,70,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-09-02,-27.4698,153.0251,POINT(153.0251 -27.4698),1610200,1986,,,,,"Queensland, Australia"
South Australia,Australia,2022-09-02,-34.9285,138.6007,POINT(138.6007 -34.9285),755363,787,,,,,"South Australia, Australia"
Tasmania,Australia,2022-09-02,-42.8821,147.3272,POINT(147.3272 -42.8821),246135,181,,,,,"Tasmania, Australia"
Victoria,Australia,2022-09-02,-37.8136,144.9631,POINT(144.9631 -37.8136),2571357,5351,,,,,"Victoria, Australia"
Western Australia,Australia,2022-09-02,-31.9505,115.8605,POINT(115.8605 -31.9505),1133007,607,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-09-03,-35.4735,149.0124,POINT(149.0124 -35.4735),203199,125,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-09-03,-33.8688,151.2093,POINT(151.2093 -33.8688),3448746,4952,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-09-03,-12.4634,130.8456,POINT(130.8456 -12.4634),95971,70,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-09-03,-27.4698,153.0251,POINT(153.0251 -27.4698),1610200,1986,,,,,"Queensland, Australia"
South Australia,Australia,2022-09-03,-34.9285,138.6007,POINT(138.6007 -34.9285),755748,787,,,,,"South Australia, Australia"
Tasmania,Australia,2022-09-03,-42.8821,147.3272,POINT(147.3272 -42.8821),246248,181,,,,,"Tasmania, Australia"
Victoria,Australia,2022-09-03,-37.8136,144.9631,POINT(144.9631 -37.8136),2572796,5359,,,,,"Victoria, Australia"
Western Australia,Australia,2022-09-03,-31.9505,115.8605,POINT(115.8605 -31.9505),1133821,607,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-09-04,-35.4735,149.0124,POINT(149.0124 -35.4735),203320,125,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-09-04,-33.8688,151.2093,POINT(151.2093 -33.8688),3451076,4954,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-09-04,-12.4634,130.8456,POINT(130.8456 -12.4634),96142,70,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-09-04,-27.4698,153.0251,POINT(153.0251 -27.4698),1611208,1988,,,,,"Queensland, Australia"
South Australia,Australia,2022-09-04,-34.9285,138.6007,POINT(138.6007 -34.9285),755748,787,,,,,"South Australia, Australia"
Tasmania,Australia,2022-09-04,-42.8821,147.3272,POINT(147.3272 -42.8821),246348,181,,,,,"Tasmania, Australia"
Victoria,Australia,2022-09-04,-37.8136,144.9631,POINT(144.9631 -37.8136),2574489,5363,,,,,"Victoria, Australia"
Western Australia,Australia,2022-09-04,-31.9505,115.8605,POINT(115.8605 -31.9505),1134556,609,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-09-05,-35.4735,149.0124,POINT(149.0124 -35.4735),203476,125,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-09-05,-33.8688,151.2093,POINT(151.2093 -33.8688),3454061,4980,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-09-05,-12.4634,130.8456,POINT(130.8456 -12.4634),96252,70,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-09-05,-27.4698,153.0251,POINT(153.0251 -27.4698),1615258,2003,,,,,"Queensland, Australia"
South Australia,Australia,2022-09-05,-34.9285,138.6007,POINT(138.6007 -34.9285),756189,788,,,,,"South Australia, Australia"
Tasmania,Australia,2022-09-05,-42.8821,147.3272,POINT(147.3272 -42.8821),246545,182,,,,,"Tasmania, Australia"
Victoria,Australia,2022-09-05,-37.8136,144.9631,POINT(144.9631 -37.8136),2576864,5388,,,,,"Victoria, Australia"
